Name,City,Country,Address,Category,Type/Subcategory,Current level,Suggested PlantsPack level,Confidence,Verification level,Is verified,Action,Priority,Reason,Website,Source to scrape,Google Maps search,HappyCow/source search,Phone,Opening hours,Raw opening hours,Hours note,Image scrape source,Main image,Images count,Cuisine types,Description,Latitude,Longitude,Slug,Place ID,Data quality flags,Updated at
Sushi Gin,Madrid,Spain,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Sushi%20Gin%20Madrid%20Spain%20HappyCow,https://www.google.com/maps/search/Sushi%20Gin%20Madrid%20Spain,https://www.google.com/search?q=Sushi%20Gin%20Madrid%20Spain%20HappyCow,,,,Missing hours,https://www.google.com/maps/search/Sushi%20Gin%20Madrid%20Spain,,0,japanese,"This vegan-friendly Japanese café delights diners with its innovative plant-based sushi and a range of traditional dishes reimagined for a cruelty-free experience. With a cozy atmosphere and a commitment to fresh ingredients, it's a beloved spot for vegans seeking authentic flavors and creative culinary presentations.",40.4299573,-3.6739455,sushi-gin,bd35b4cd-bfea-4924-84fe-a6c9a46ebbf7,missing website; missing phone; missing hours; missing address; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
T8,Madrid,Spain,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=T8%20Madrid%20Spain%20HappyCow,https://www.google.com/maps/search/T8%20Madrid%20Spain,https://www.google.com/search?q=T8%20Madrid%20Spain%20HappyCow,,,,Missing hours,https://www.google.com/maps/search/T8%20Madrid%20Spain,,0,bubble_tea,"This vibrant café specializes in vegan bubble tea, offering a creative twist on traditional flavors with plant-based ingredients. With a cozy atmosphere and an array of unique toppings, it's a beloved spot for vegans seeking refreshing drinks that don’t compromise on taste or sustainability.",40.4244011,-3.7120394,t8,f0d50894-f6eb-4927-9853-d7f21e38f1ea,missing website; missing phone; missing hours; missing address; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Taj Mahal,Madrid,Spain,6 Calle del Duque de Osuna,eat,restaurant,Vegan friendly,Vegan friendly,Low,1,False,Add hours,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://www.restaurantetajmahal.es/,https://www.restaurantetajmahal.es/,https://www.google.com/maps/search/Taj%20Mahal%206%20Calle%20del%20Duque%20de%20Osuna%20Madrid%20Spain,https://www.google.com/search?q=Taj%20Mahal%20Madrid%20Spain%20HappyCow,+34 917 377 090,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/94bac3fb-25fe-459b-8d31-43484d2ba7df.jpg,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/94bac3fb-25fe-459b-8d31-43484d2ba7df.jpg,1,indian,"Vegan-friendly indian restaurant in Madrid, Spain.",40.42514,-3.7118533,taj-mahal-madrid,94bac3fb-25fe-459b-8d31-43484d2ba7df,missing hours; low verification,2026-05-12T06:34:16.247806+00:00
Te Kurotaki,Madrid,Spain,8 Calle del Desengaño,eat,cafe,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Te%20Kurotaki%20Madrid%20Spain%20HappyCow,https://www.google.com/maps/search/Te%20Kurotaki%208%20Calle%20del%20Desenga%C3%B1o%20Madrid%20Spain,https://www.google.com/search?q=Te%20Kurotaki%20Madrid%20Spain%20HappyCow,,Monday: 11:30–22:30; Tuesday: 11:30–22:30; Wednesday: 11:30–22:30; Thursday: 11:30–22:30; Friday: 11:30–22:30; Saturday: 11:30–22:30; Sunday: 11:30–22:30,Mo-Su 11:30-22:30,Parsed from raw hours,https://www.google.com/maps/search/Te%20Kurotaki%208%20Calle%20del%20Desenga%C3%B1o%20Madrid%20Spain,,0,,"Vegan-friendly cafe in Madrid, Spain.",40.4207679,-3.702754,te-kurotaki-madrid,f4a19ad2-04f9-4615-9c63-b6e3c88fb691,missing website; missing phone; missing image; low verification,2026-05-11T08:35:32.871828+00:00
Te y Aromas,Madrid,Spain,11 Calle del Conde de Romanones,store,specialty,Vegan options,Vegan options,Medium,1,False,Keep / monitor,P3,Mixed/mainstream venue or meat/cheese/fish-heavy context with vegan items; not vegan-focused.,https://teyaromas.com,https://teyaromas.com,https://www.google.com/maps/search/Te%20y%20Aromas%2011%20Calle%20del%20Conde%20de%20Romanones%20Madrid%20Spain,https://www.google.com/search?q=Te%20y%20Aromas%20Madrid%20Spain%20HappyCow,+34 672 76 39 63,Monday: 11:00–21:00; Tuesday: 11:00–21:00; Wednesday: 11:00–21:00; Thursday: 11:00–21:00; Friday: 11:00–21:00; Saturday: 11:00–21:00; Sunday: 11:00–21:00,Mo-Su 11:00-21:00,Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/267694a7-2e18-48e1-b4a6-91a64685fa6b.webp?v=mp1v9fx6,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/267694a7-2e18-48e1-b4a6-91a64685fa6b.webp?v=mp1v9fx6,2,,"Té y Aromas: tés exclusivos, infusiones premium y café de origen a granel. Calidad artesanal, sabores únicos y distribución para cafeterías y bares en Madrid.",40.41306,-3.7048326,te-y-aromas-madrid,267694a7-2e18-48e1-b4a6-91a64685fa6b,low verification,2026-05-12T00:02:24.903543+00:00
Tea Shop,Madrid,Spain,,store,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Tea%20Shop%20Madrid%20Spain%20HappyCow,https://www.google.com/maps/search/Tea%20Shop%20Madrid%20Spain,https://www.google.com/search?q=Tea%20Shop%20Madrid%20Spain%20HappyCow,,,,Missing hours,https://www.google.com/maps/search/Tea%20Shop%20Madrid%20Spain,,0,,"This charming vegan shop in Madrid specializes in a delightful array of organic teas, herbal infusions, and plant-based snacks, making it a haven for health-conscious consumers. With a cozy atmosphere and knowledgeable staff, it’s a favorite spot for vegans seeking unique flavors and sustainable products in the heart of the city.",40.4228719,-3.7215412,tea-shop,fbb494a6-6c61-47a2-9c7b-cd237a7a6ffc,missing website; missing phone; missing hours; missing address; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
The Good Burger,Madrid,Spain,138 Calle de Maqueda,eat,fast_food,Vegan friendly,Vegan options,Low,1,False,Change level / Find website/source / Add hours / Add image,P0,Mixed/mainstream venue or meat/cheese/fish-heavy context with vegan items; not vegan-focused.,,https://www.google.com/search?q=The%20Good%20Burger%20Madrid%20Spain%20HappyCow,https://www.google.com/maps/search/The%20Good%20Burger%20138%20Calle%20de%20Maqueda%20Madrid%20Spain,https://www.google.com/search?q=The%20Good%20Burger%20Madrid%20Spain%20HappyCow,,,,Missing hours,https://www.google.com/maps/search/The%20Good%20Burger%20138%20Calle%20de%20Maqueda%20Madrid%20Spain,,0,,"Vegan-friendly fast food spot in Madrid, Spain.",40.387449,-3.7617694,the-good-burger-madrid,7c2da88e-7926-4158-acf8-f50f07a17bbf,missing website; missing phone; missing hours; missing image; low verification,2026-05-11T08:35:32.871828+00:00
The Toast Tap Room,Madrid,Spain,33 Calle de San Vicente Ferrer,eat,bar,Vegan friendly,Vegan friendly,Low,1,False,Add hours / Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://thetoast.es/,https://thetoast.es/,https://www.google.com/maps/search/The%20Toast%20Tap%20Room%2033%20Calle%20de%20San%20Vicente%20Ferrer%20Madrid%20Spain,https://www.google.com/search?q=The%20Toast%20Tap%20Room%20Madrid%20Spain%20HappyCow,+34 915 32 67 91,,,Missing hours,https://thetoast.es/,,0,,"Vegan-friendly bar in Madrid, Spain.",40.4257731,-3.704304,the-toast-tap-room-madrid,ae44fbca-a21a-487f-b5f2-46f7c7e52fca,missing hours; missing image; low verification,2026-05-11T08:35:32.871828+00:00
The Vegan Roll,Madrid,Spain,"15 Calle de Segovia, Madrid, 28005, Spain",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Add hours / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://theveganroll.com/,https://theveganroll.com/,https://www.google.com/maps/search/The%20Vegan%20Roll%2015%20Calle%20de%20Segovia%2C%20Madrid%2C%2028005%2C%20Spain%20Madrid%20Spain,https://www.google.com/search?q=The%20Vegan%20Roll%20Madrid%20Spain%20HappyCow,+34 825 853 761,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/956b7e34-70ed-4c79-94c8-4ac5dcd47c41.webp?v=mp264dlj,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/956b7e34-70ed-4c79-94c8-4ac5dcd47c41.webp?v=mp264dlj,2,japanese,"Fully vegan restaurant serving japanese cuisine in Madrid, Spain.",40.4138064,-3.7119689,the-vegan-roll-madrid,956b7e34-70ed-4c79-94c8-4ac5dcd47c41,missing hours,2026-05-12T05:06:24.367924+00:00
The Vegan Store,Madrid,Spain,"Calle San Vicente Ferrer, 21",store,,100% vegan,100% vegan,Medium,2,False,Add hours / Add image / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.veganstore.es,https://www.veganstore.es,https://www.google.com/maps/search/The%20Vegan%20Store%20Calle%20San%20Vicente%20Ferrer%2C%2021%20Madrid%20Spain,https://www.google.com/search?q=The%20Vegan%20Store%20Madrid%20Spain%20HappyCow,915213914,,,Missing hours,https://www.veganstore.es,,0,,A small all vegan grocery store,40.4257,-3.70297,the-vegan-store-madrid,9fb8eb94-4929-4a5a-a56e-0842476d2515,missing hours; missing image,2026-05-11T08:35:32.871828+00:00
Thunder,Madrid,Spain,"51 Calle de Toledo, Madrid, 28005, Spain",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Add hours / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.thunderveganfood.com/,https://www.thunderveganfood.com/,https://www.google.com/maps/search/Thunder%2051%20Calle%20de%20Toledo%2C%20Madrid%2C%2028005%2C%20Spain%20Madrid%20Spain,https://www.google.com/search?q=Thunder%20Madrid%20Spain%20HappyCow,+34 911 566 808,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/036b3241-f2fa-4572-bdf4-aa6e96cb0bdc.webp?v=mp1rtshx,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/036b3241-f2fa-4572-bdf4-aa6e96cb0bdc.webp?v=mp1rtshx,2,burger,"Fully vegan restaurant serving burger cuisine in Madrid, Spain.",40.4118347,-3.7078826,thunder-madrid,036b3241-f2fa-4572-bdf4-aa6e96cb0bdc,missing hours,2026-05-11T22:26:15.86142+00:00
THUNDER Vegan Malasaña,Madrid,Spain,4 Calle de Don Felipe,eat,,Mostly vegan,Mostly vegan,Low,2,False,Add hours,P2,"Strong plant-based/vegetarian or mostly vegan signal, but not enough evidence that everything is vegan.",https://www.thunderveganfood.com/,https://www.thunderveganfood.com/,https://www.google.com/maps/search/THUNDER%20Vegan%20Malasa%C3%B1a%204%20Calle%20de%20Don%20Felipe%20Madrid%20Spain,https://www.google.com/search?q=THUNDER%20Vegan%20Malasa%C3%B1a%20Madrid%20Spain%20HappyCow,,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/1b785ca0-9aed-4c73-9a7d-030031b4d4df.png,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/1b785ca0-9aed-4c73-9a7d-030031b4d4df.png,0,burger,"This vibrant café in the heart of Malasaña specializes in innovative vegan burgers that delight both plant-based diners and curious food lovers alike. With a cozy atmosphere, creative toppings, and a commitment to sustainability, it's a beloved spot where every bite feels indulgent and guilt-free.",40.4245394,-3.7023806,thunder-vegan-malasana,1b785ca0-9aed-4c73-9a7d-030031b4d4df,missing phone; missing hours; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Tu Lao Mao,Madrid,Spain,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Tu%20Lao%20Mao%20Madrid%20Spain%20HappyCow,https://www.google.com/maps/search/Tu%20Lao%20Mao%20Madrid%20Spain,https://www.google.com/search?q=Tu%20Lao%20Mao%20Madrid%20Spain%20HappyCow,,,,Missing hours,https://www.google.com/maps/search/Tu%20Lao%20Mao%20Madrid%20Spain,,0,chinese,"This cozy café offers a delightful twist on traditional Chinese cuisine, featuring an entirely vegan menu that showcases innovative dishes made with fresh, local ingredients. With its inviting atmosphere and standout offerings like flavorful dumplings and aromatic stir-fries, it's a beloved spot for vegans seeking authentic tastes without compromise.",40.3834026,-3.7052372,tu-lao-mao,9cede896-e0c0-4776-a617-2ef3899761fe,missing website; missing phone; missing hours; missing address; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Urbano,Madrid,Spain,,eat,,Vegan friendly,Vegan friendly,Medium,1,False,Fix address,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://urbanospecialtycoffee.es/,https://urbanospecialtycoffee.es/,https://www.google.com/maps/search/Urbano%20Madrid%20Spain,https://www.google.com/search?q=Urbano%20Madrid%20Spain%20HappyCow,,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: 09:00–20:00; Sunday: Closed,"Mo, We-Fr, Su, PH 09:00-19:00; Sa 09:00-20:00","Unparsed segment: Mo, We-Fr, Su, PH 09:00-19:00; Unspecified weekdays set to Closed",https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/2afcb41d-052b-4d18-a5ab-e692457ae891.png,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/2afcb41d-052b-4d18-a5ab-e692457ae891.png,0,,"This vibrant vegan café in Madrid offers a creative menu filled with locally sourced, plant-based dishes that celebrate the flavors of Spain. With a cozy atmosphere, eco-friendly decor, and standout offerings like artisanal coffee and delectable pastries, it has become a beloved spot for vegans and health enthusiasts alike.",40.4243218,-3.7014293,urbano,2afcb41d-052b-4d18-a5ab-e692457ae891,missing phone; missing address; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
VEGA,Madrid,Spain,"9 Calle de la Luna, Madrid, 28004, Spain",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://luna.govega.es/,https://luna.govega.es/,https://www.google.com/maps/search/VEGA%209%20Calle%20de%20la%20Luna%2C%20Madrid%2C%2028004%2C%20Spain%20Madrid%20Spain,https://www.google.com/search?q=VEGA%20Madrid%20Spain%20HappyCow,+34 910 794 969,Monday: 13:00–23:55; Tuesday: 13:00–23:55; Wednesday: 13:00–23:55; Thursday: 13:00–23:55; Friday: 13:00–23:55; Saturday: 13:00–23:55; Sunday: 13:00–23:55,Mo 13:00-23:55+; Tu 13:00-23:55+; We 13:00-23:55+; Th 13:00-23:55+; Fr 13:00-23:55+; Sa 13:00-23:55+; Su 13:00-23:55+,Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/990d7e19-627d-412e-ba33-7d1e9299a4f4.webp?v=mp26i4dw,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/990d7e19-627d-412e-ba33-7d1e9299a4f4.webp?v=mp26i4dw,2,,"Experiencia culinaria inigualable en Madrid, fusionando creatividad y confort en la comida casera con ingredientes ecológicos y sabores inolvidables",40.4223138,-3.7060967,vega-madrid,990d7e19-627d-412e-ba33-7d1e9299a4f4,,2026-05-12T05:17:05.610148+00:00
VEGA Álamo,Madrid,Spain,"3 Calle del Álamo, Madrid, 28015, Spain",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Add hours / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://alamo.govega.es/,https://alamo.govega.es/,https://www.google.com/maps/search/VEGA%20%C3%81lamo%203%20Calle%20del%20%C3%81lamo%2C%20Madrid%2C%2028015%2C%20Spain%20Madrid%20Spain,https://www.google.com/search?q=VEGA%20%C3%81lamo%20Madrid%20Spain%20HappyCow,+34 910 70 37 19,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/78527c72-7b60-459c-a1d1-954bbaa85c96.webp?v=mp238aai,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/78527c72-7b60-459c-a1d1-954bbaa85c96.webp?v=mp238aai,2,,"We revolutionize vegan haute cuisine, offering an unparalleled culinary experience in the heart of Madrid, fusing the cuisine of yesterday and today with our personal touch. An experience full of unforgettable flavors",40.4238831,-3.7091086,vega-alamo-madrid,78527c72-7b60-459c-a1d1-954bbaa85c96,missing hours,2026-05-12T03:45:27.85848+00:00
VegAmazing Doughnuts,Madrid,Spain,"14 Calle del Conde de Romanones, Spain",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Add hours / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.cafeteriavegamazing.es/,https://www.cafeteriavegamazing.es/,https://www.google.com/maps/search/VegAmazing%20Doughnuts%2014%20Calle%20del%20Conde%20de%20Romanones%2C%20Spain%20Madrid%20Spain,https://www.google.com/search?q=VegAmazing%20Doughnuts%20Madrid%20Spain%20HappyCow,+34 625 384 563,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/467dc6ae-840b-488d-bb9e-d994dd5ae942.webp?v=mp1yeb71,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/467dc6ae-840b-488d-bb9e-d994dd5ae942.webp?v=mp1yeb71,2,donut,"Los mejores helados veganos en el Tirso de Molina, Madrid los encontrarás en Vegamazing Doughnuts, además de sus deliciosos y variados donuts veganos",40.4128653,-3.7051279,vegamazing-doughnuts-madrid,467dc6ae-840b-488d-bb9e-d994dd5ae942,missing hours,2026-05-12T01:30:10.900732+00:00
Vegania Veggie Bar Carabanchel,Madrid,Spain,"62 Calle de Nuestra Señora de la Luz, 28047, Spain",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://vegania.com/,https://vegania.com/,https://www.google.com/maps/search/Vegania%20Veggie%20Bar%20Carabanchel%2062%20Calle%20de%20Nuestra%20Se%C3%B1ora%20de%20la%20Luz%2C%2028047%2C%20Spain%20Madrid%20Spain,https://www.google.com/search?q=Vegania%20Veggie%20Bar%20Carabanchel%20Madrid%20Spain%20HappyCow,+34 911 305 236,"Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 20:30–23:30; Friday: 13:30–17:00, 20:30–00:00; Saturday: 13:00–17:00, 20:30–00:00; Sunday: 13:00–17:00","Th 20:30-23:30; Fr 13:30-17:00, 20:30-00:00; Sa 13:00-17:00, 20:30-00:00; Su 13:00-17:00",Unspecified weekdays set to Closed,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/0631b7ae-da76-4fbf-9c00-db4fa2b45063.webp?v=mp1s4bwi,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/0631b7ae-da76-4fbf-9c00-db4fa2b45063.webp?v=mp1s4bwi,2,spanish,"The best vegan restaurant in Carabanchel. Preparation of menu by our chefs, only natural products. Enjoy our cuisine.",40.3850338,-3.7477703,vegania-veggie-bar-carabanchel-madrid,0631b7ae-da76-4fbf-9c00-db4fa2b45063,,2026-05-11T22:34:27.540065+00:00
Vegaviana,Madrid,Spain,35 Calle de Pelayo,eat,,Vegan friendly,Vegan friendly,Low,1,False,Add hours / Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,http://vegaviana.restaurantesok.com/,http://vegaviana.restaurantesok.com/,https://www.google.com/maps/search/Vegaviana%2035%20Calle%20de%20Pelayo%20Madrid%20Spain,https://www.google.com/search?q=Vegaviana%20Madrid%20Spain%20HappyCow,,,,Missing hours,http://vegaviana.restaurantesok.com/,,0,,"This vibrant vegan café in the heart of Madrid is known for its creative plant-based dishes and commitment to sustainability. With a cozy atmosphere and standout offerings like their homemade pastries and innovative seasonal specials, it’s a beloved spot for both vegans and those seeking delicious, guilt-free meals.",40.4233396,-3.6981607,vegaviana,aac4ddfe-8413-4616-a882-73d93f8267f5,missing phone; missing hours; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Vegetariano,Madrid,Spain,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Vegetariano%20Madrid%20Spain%20HappyCow,https://www.google.com/maps/search/Vegetariano%20Madrid%20Spain,https://www.google.com/search?q=Vegetariano%20Madrid%20Spain%20HappyCow,,,,Missing hours,https://www.google.com/maps/search/Vegetariano%20Madrid%20Spain,,0,,"This charming café offers a vibrant menu of innovative vegan dishes, showcasing the rich flavors of Mediterranean cuisine with locally sourced ingredients. The cozy atmosphere, adorned with greenery and art, draws in plant-based enthusiasts who rave about the delicious daily specials and decadent desserts that make every visit a delightful experience.",40.416822,-3.6971908,vegetariano-madrid,c3fb81af-4655-4161-8b71-2bb5711e81d1,missing website; missing phone; missing hours; missing address; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Vegicano,Madrid,Spain,"La Chalaca, Calle de Doña Berenguela, Puerta del Ángel, Latina, Madrid, Community of Madrid, 28008, Spain",eat,,Vegan friendly,Vegan friendly,Medium,1,False,Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,http://vegicano.es/,http://vegicano.es/,https://www.google.com/maps/search/Vegicano%20La%20Chalaca%2C%20Calle%20de%20Do%C3%B1a%20Berenguela%2C%20Puerta%20del%20%C3%81ngel%2C%20Latina%2C%20Madrid%2C%20Community%20of%20Madrid%2C%2028008%2C%20Spain%20Madrid%20Spain,https://www.google.com/search?q=Vegicano%20Madrid%20Spain%20HappyCow,+34 604234072,"Monday: Closed; Tuesday: Closed; Wednesday: 12:00–16:00; Thursday: 12:00–16:00, 20:00–23:00; Friday: 12:00–16:00, 20:00–23:00; Saturday: 12:00–16:00, 20:00–23:00; Sunday: 12:00–16:00","We 12:00-16:00; Th-Sa 12:00-16:00,20:00-23:00; Su 12:00-16:00",Unspecified weekdays set to Closed,http://vegicano.es/,,0,,Mexican style vegan/vegetarian bar in Tirso de Molina market.,40.4128356,-3.7260171,vegicano-madrid,3e87faf2-4716-4f8c-b77b-1a4e3ed0eb9b,missing image; low verification,2026-05-11T08:35:32.871828+00:00
Veguiterráneo - Catering y restaurante,Madrid,Spain,"12 Calle Sierra de Alquife, Spain",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.veguiterraneo.es/,https://www.veguiterraneo.es/,https://www.google.com/maps/search/Veguiterr%C3%A1neo%20-%20Catering%20y%20restaurante%2012%20Calle%20Sierra%20de%20Alquife%2C%20Spain%20Madrid%20Spain,https://www.google.com/search?q=Veguiterr%C3%A1neo%20-%20Catering%20y%20restaurante%20Madrid%20Spain%20HappyCow,+34 667 298 221;+34 667 071 212,"Monday: 12:00–16:00, 19:00–23:00; Tuesday: 12:00–16:00, 19:00–23:00; Wednesday: 12:00–16:00, 19:00–23:00; Thursday: 12:00–16:00, 19:00–23:00; Friday: 12:00–16:00, 19:00–23:00; Saturday: 12:00–16:00, 19:00–23:00; Sunday: 12:00–16:00, 19:00–23:00",12:00-16:00; 19:00-23:00,Assumed daily because raw hours have no weekdays,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/9c144948-416a-42c7-92fb-5760d84706bf.webp?v=mp26srq8,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/9c144948-416a-42c7-92fb-5760d84706bf.webp?v=mp26srq8,2,,"Vegan Tavern in Vallekas, located within the La Villana de Vallekas social center, where you can eat 100% vegetable food and at affordable prices",40.3887951,-3.66674,veguiterraneo-catering-y-restaurante-madrid,9c144948-416a-42c7-92fb-5760d84706bf,,2026-05-12T05:25:22.42141+00:00
Vida La Vida,Madrid,Spain,Calle Huertas 57,eat,,100% vegan,100% vegan,Medium,2,False,Add hours / Add image / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.vivalavida.vg,https://www.vivalavida.vg,https://www.google.com/maps/search/Vida%20La%20Vida%20Calle%20Huertas%2057%20Madrid%20Spain,https://www.google.com/search?q=Vida%20La%20Vida%20Madrid%20Spain%20HappyCow,913697254,,,Missing hours,https://www.vivalavida.vg,,0,,Vegetarian market and buffet with all vegan items clearly market,40.4133,-3.69653,vida-la-vida-madrid-2,feb4c563-e6b4-4a2c-b45a-c9d5948f404f,missing hours; missing image,2026-05-11T08:35:32.871828+00:00
Vida La Vida,Madrid,Spain,Costanilla de San Andrés 16,eat,,Vegan friendly,Vegan friendly,Low,1,False,Add hours / Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://www.vivalavida.vg/latina.html,https://www.vivalavida.vg/latina.html,https://www.google.com/maps/search/Vida%20La%20Vida%20Costanilla%20de%20San%20Andr%C3%A9s%2016%20Madrid%20Spain,https://www.google.com/search?q=Vida%20La%20Vida%20Madrid%20Spain%20HappyCow,91 366 33 49,,,Missing hours,https://www.vivalavida.vg/latina.html,,0,,Vegetarian market and buffet with vegan options clearly marked,40.4125,-3.71176,vida-la-vida-madrid,c4502b70-91cb-468a-90c7-8a1378f040db,missing hours; missing image; low verification,2026-05-11T08:35:32.871828+00:00
Vips,Madrid,Spain,23 Calle de Alcalá,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Vips%20Madrid%20Spain%20HappyCow,https://www.google.com/maps/search/Vips%2023%20Calle%20de%20Alcal%C3%A1%20Madrid%20Spain,https://www.google.com/search?q=Vips%20Madrid%20Spain%20HappyCow,,Monday: 08:00–24:00; Tuesday: 08:00–24:00; Wednesday: 08:00–24:00; Thursday: 08:00–24:00; Friday: Closed; Saturday: 09:00–01:00; Sunday: 08:00–01:00,Mo-Th 08:00-24:00; Sa 09:00-01:00; Su 08:00-01:00; PH 09:00-24:00,Public holiday info removed; Unspecified weekdays set to Closed,https://www.google.com/maps/search/Vips%2023%20Calle%20de%20Alcal%C3%A1%20Madrid%20Spain,,0,international,"This vibrant international café offers a diverse vegan menu that highlights fresh, locally sourced ingredients and creative dishes. With a cozy ambiance and standout offerings like their delicious plant-based burgers and refreshing smoothies, it's a beloved spot for vegans seeking flavorful meals in the heart of Madrid.",40.4181217,-3.6992512,vips,a9f5130a-f2ee-41c5-a245-12116fd9a439,missing website; missing phone; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
